Price,Rooms,Bathroom,Car,Landsize,BuildingArea,Distance,Type,RegionGroup,segment,Tier
1290000.0,3,1,1,168.0,124.0,2.5,h,Metro,0,B
470000.0,1,1,1,0.0,50.0,2.5,u,Metro,0,B
1180000.0,2,1,0,162.0,91.0,2.5,h,Metro,0,B
1195000.0,3,2,1,120.0,128.0,2.5,h,Metro,0,B
1012500.0,2,1,0,182.0,82.0,2.5,h,Metro,0,B
1030000.0,2,1,1,172.0,81.0,2.5,h,Metro,0,B
840000.0,3,2,1,303.0,225.0,13.5,t,Metro,1,A
730000.0,3,2,1,0.0,145.0,13.5,h,Metro,0,B
770000.0,3,2,1,0.0,145.0,13.5,h,Metro,0,B
603000.0,2,1,1,272.0,84.0,13.5,h,Metro,0,B
700000.0,3,2,2,239.0,134.0,13.5,t,Metro,1,A
600000.0,3,1,1,290.0,116.0,13.5,h,Metro,0,B
500000.0,2,1,1,168.0,86.0,13.5,u,Metro,0,B
720000.0,3,1,1,620.0,140.0,13.5,h,Metro,1,A
785000.0,4,1,2,597.0,127.0,13.5,h,Metro,1,A
725000.0,6,3,2,976.0,186.0,13.5,h,Metro,2,S
450000.0,2,1,1,110.0,90.0,13.5,t,Metro,0,B
515000.0,2,1,1,141.0,73.0,13.5,u,Metro,0,B
530000.0,2,1,1,120.0,94.0,13.5,u,Metro,0,B
895000.0,3,1,6,1063.0,133.0,13.5,h,Metro,1,A
805000.0,3,1,1,0.0,105.0,13.5,h,Metro,0,B
752000.0,3,1,1,265.0,130.0,13.5,u,Metro,0,B
440000.0,2,1,1,192.0,75.0,13.5,u,Metro,0,B
755000.0,5,2,2,596.0,140.0,13.5,h,Metro,1,A
700000.0,3,2,2,165.0,133.0,13.5,t,Metro,1,A
830000.0,3,1,2,971.0,113.0,13.5,h,Metro,1,A
462500.0,2,1,1,164.0,75.0,13.5,u,Metro,0,B
670000.0,3,2,2,657.0,140.0,13.5,h,Metro,1,A
675000.0,2,1,1,612.0,100.0,13.5,h,Metro,0,B
1042000.0,3,2,5,612.0,174.0,13.5,h,Metro,1,A
910000.0,3,1,1,775.0,140.0,13.5,h,Metro,1,A
810000.0,3,3,2,555.0,192.0,13.5,h,Metro,2,S
715000.0,3,2,2,422.0,126.0,13.5,h,Metro,1,A
790000.0,3,1,3,614.0,140.0,13.5,h,Metro,1,A
540000.0,3,2,1,161.0,101.0,13.5,t,Metro,0,B
825000.0,3,2,1,293.0,102.0,13.5,t,Metro,0,B
685000.0,3,1,1,579.0,113.0,13.5,h,Metro,1,A
805000.0,3,1,1,623.0,140.0,13.5,h,Metro,1,A
510000.0,2,1,1,141.0,76.0,13.5,u,Metro,0,B
612000.0,3,2,1,212.0,140.0,13.5,h,Metro,0,B
662000.0,3,1,2,612.0,140.0,13.5,h,Metro,1,A
978000.0,4,3,2,532.0,140.0,13.5,h,Metro,2,S
720000.0,3,1,1,585.0,140.0,13.5,h,Metro,1,A
765000.0,4,1,2,509.0,140.0,13.5,h,Metro,1,A
900000.0,4,2,3,628.0,146.0,13.5,h,Metro,1,A
1275000.0,2,1,0,120.0,82.0,3.3,h,Metro,0,B
1455000.0,2,1,0,159.0,140.0,3.3,h,Metro,0,B
2850000.0,3,2,0,211.0,198.0,3.3,h,Metro,2,S
1850000.0,3,2,0,128.0,133.0,3.3,h,Metro,0,B
1436000.0,2,1,0,130.0,81.0,3.3,h,Metro,0,B
1110000.0,2,1,0,147.0,140.0,3.3,h,Metro,0,B
1550000.0,2,1,1,167.0,140.0,3.3,h,Metro,0,B
2300000.0,4,2,1,153.0,180.0,3.3,h,Metro,2,S
1550000.0,3,2,2,718.0,131.0,3.3,t,Metro,2,S
1800000.0,3,2,1,132.0,159.0,3.3,h,Metro,2,S
2120000.0,2,1,1,199.0,107.0,3.3,h,Metro,0,B
1800000.0,3,1,1,253.0,140.0,3.3,h,Metro,0,B
1800000.0,3,2,1,90.0,122.0,3.3,h,Metro,0,B
1810000.0,2,1,0,240.0,140.0,3.3,h,Metro,0,B
2615000.0,3,2,1,177.0,181.0,3.3,h,Metro,2,S
2100000.0,5,2,1,237.0,140.0,3.3,h,Metro,2,S
1300000.0,3,1,0,129.0,140.0,3.3,h,Metro,0,B
1370000.0,3,2,2,0.0,85.0,3.3,h,Metro,0,B
1000000.0,2,1,0,288.0,140.0,3.3,h,Metro,0,B
2575000.0,3,2,1,228.0,140.0,3.3,h,Metro,2,S
1322500.0,2,1,0,149.0,98.0,3.3,h,Metro,0,B
1562500.0,2,1,0,141.0,83.0,3.3,h,Metro,0,B
2000000.0,3,2,1,211.0,147.0,3.3,h,Metro,2,S
1900000.0,3,1,0,209.0,140.0,3.3,h,Metro,0,B
3010000.0,3,2,0,147.0,146.0,3.3,h,Metro,2,S
2800000.0,4,3,1,327.0,254.0,3.3,h,Metro,2,S
647000.0,2,1,1,0.0,75.0,3.3,u,Metro,0,B
2100000.0,3,1,1,120.0,123.0,3.3,h,Metro,0,B
2000000.0,3,1,1,238.0,131.0,3.3,h,Metro,0,B
442500.0,1,1,0,0.0,34.0,3.3,u,Metro,0,B
4735000.0,4,2,1,330.0,207.0,3.3,h,Metro,2,S
1340000.0,2,1,0,136.0,140.0,3.3,h,Metro,0,B
1801000.0,3,1,1,202.0,140.0,3.3,h,Metro,0,B
1532000.0,3,3,1,0.0,140.0,3.3,h,Metro,2,S
3755000.0,3,2,2,325.0,140.0,3.3,h,Metro,2,S
2140000.0,4,2,1,183.0,145.0,3.3,h,Metro,2,S
1750000.0,2,1,1,162.0,140.0,3.3,h,Metro,0,B
980000.0,2,1,0,79.0,68.0,3.3,h,Metro,0,B
2030000.0,3,2,0,152.0,140.0,3.3,h,Metro,0,B
1740000.0,3,2,2,147.0,134.0,3.3,h,Metro,2,S
2800000.0,3,3,1,0.0,140.0,3.3,h,Metro,2,S
985000.0,1,1,0,81.0,54.0,3.3,h,Metro,0,B
2000000.0,4,2,4,853.0,263.0,6.4,h,Metro,2,S
1110000.0,3,2,2,208.0,140.0,6.4,h,Metro,0,B
1492000.0,3,2,2,411.0,140.0,6.4,h,Metro,2,S
1717500.0,4,2,1,599.0,203.0,6.4,h,Metro,2,S
2840000.0,5,4,4,809.0,165.0,6.4,h,Metro,2,S
525500.0,2,1,1,88.0,60.0,6.4,u,Metro,0,B
805000.0,2,2,3,155.0,140.0,6.4,t,Metro,0,B
465000.0,2,1,1,0.0,75.0,6.4,u,Metro,0,B
2000000.0,3,3,2,686.0,140.0,6.4,h,Metro,2,S
1540000.0,3,1,2,592.0,140.0,6.4,h,Metro,1,A
820000.0,2,1,1,183.0,75.0,6.4,u,Metro,0,B
1830000.0,4,2,2,606.0,112.0,6.4,h,Metro,2,S
2100000.0,4,2,2,575.0,271.0,6.4,h,Metro,2,S
865000.0,3,1,1,180.0,131.0,6.4,h,Metro,0,B
390000.0,2,1,1,0.0,60.0,6.4,u,Metro,0,B
650000.0,2,1,0,0.0,131.0,6.4,t,Metro,0,B
512000.0,2,1,1,0.0,61.0,6.4,u,Metro,0,B
1165000.0,3,1,2,979.0,140.0,6.4,h,Metro,1,A
1900000.0,4,2,2,556.0,272.0,6.4,h,Metro,2,S
1485000.0,3,0,0,597.0,140.0,6.4,h,Metro,0,B
1950000.0,4,2,3,589.0,210.0,6.4,h,Metro,2,S
520000.0,3,2,1,352.0,242.0,13.8,h,Metro,1,A
1525000.0,5,3,3,729.0,268.0,13.8,h,Metro,2,S
720000.0,2,1,2,292.0,125.0,13.8,t,Metro,0,B
1120000.0,3,1,2,506.0,120.0,13.8,h,Metro,1,A
780000.0,4,1,4,655.0,140.0,13.8,h,Metro,1,A
1780000.0,4,3,6,1057.0,220.0,13.8,h,Metro,2,S
630000.0,3,1,2,311.0,94.0,13.8,u,Metro,1,A
406000.0,2,1,1,65.0,75.0,13.8,u,Metro,0,B
660000.0,3,1,1,602.0,123.0,13.8,h,Metro,1,A
683500.0,3,1,1,530.0,140.0,13.8,h,Metro,1,A
580000.0,2,1,1,225.0,93.0,13.8,u,Metro,0,B
1335000.0,3,1,4,777.0,22.0,13.8,h,Metro,1,A
800000.0,3,2,2,280.0,131.0,13.8,t,Metro,1,A
510000.0,2,1,1,127.0,76.0,13.8,u,Metro,0,B
1070000.0,4,2,2,695.0,140.0,13.8,h,Metro,1,A
425000.0,2,1,2,115.0,57.0,13.8,u,Metro,0,B
605000.0,3,2,2,230.0,75.0,13.8,u,Metro,0,B
705000.0,3,2,2,197.0,152.0,13.8,t,Metro,1,A
391000.0,2,1,1,0.0,65.0,13.8,u,Metro,0,B
440000.0,2,1,1,0.0,75.0,13.8,u,Metro,0,B
845000.0,4,1,2,745.0,130.0,13.8,h,Metro,1,A
743000.0,3,2,2,211.0,176.0,13.8,t,Metro,1,A
730000.0,3,2,1,69.0,141.0,13.8,u,Metro,0,B
635000.0,3,1,4,625.0,140.0,13.8,h,Metro,1,A
620000.0,2,1,1,168.0,75.0,13.8,u,Metro,0,B
447000.0,2,1,1,137.0,77.0,13.8,u,Metro,0,B
730000.0,3,2,1,70.0,75.0,13.8,u,Metro,0,B
678000.0,3,1,2,606.0,87.0,13.8,h,Metro,1,A
580000.0,2,2,1,175.0,76.0,13.8,u,Metro,0,B
712000.0,3,1,2,363.0,140.0,13.8,h,Metro,1,A
840000.0,3,2,2,534.0,136.0,13.8,h,Metro,1,A
980000.0,3,1,2,724.0,140.0,13.8,h,Metro,1,A
605100.0,3,2,0,265.0,131.0,13.8,t,Metro,0,B
880000.0,3,3,1,577.0,140.0,13.8,h,Metro,2,S
577000.0,3,2,1,205.0,113.0,13.8,u,Metro,0,B
1030000.0,4,1,0,797.0,140.0,13.8,h,Metro,1,A
605000.0,3,1,2,181.0,75.0,13.8,u,Metro,0,B
753000.0,3,2,2,529.0,140.0,13.8,h,Metro,1,A
857000.0,2,2,1,675.0,100.0,13.8,h,Metro,1,A
1500000.0,3,1,1,929.0,140.0,13.8,h,Metro,1,A
730000.0,3,2,1,70.0,3.0,13.8,u,Metro,0,B
900000.0,3,1,4,697.0,140.0,13.8,h,Metro,1,A
740000.0,3,1,2,604.0,140.0,13.8,h,Metro,1,A
931000.0,4,2,3,532.0,140.0,13.8,h,Metro,1,A
535600.0,2,1,1,154.0,91.0,13.8,h,Metro,0,B
1085000.0,5,3,6,592.0,251.0,11.1,h,Metro,2,S
781000.0,3,1,2,533.0,117.0,11.1,h,Metro,1,A
750000.0,3,1,3,554.0,140.0,11.1,h,Metro,1,A
421000.0,2,1,1,77.0,77.0,11.1,t,Metro,0,B
1405000.0,3,1,3,655.0,140.0,11.1,h,Metro,1,A
683000.0,3,1,2,534.0,167.0,11.1,h,Metro,1,A
623000.0,3,1,3,540.0,140.0,11.1,h,Metro,1,A
720000.0,3,2,1,0.0,130.0,11.1,h,Metro,0,B
588000.0,3,1,1,328.0,118.0,11.1,h,Metro,0,B
710000.0,3,1,3,540.0,116.0,11.1,h,Metro,1,A
875000.0,4,1,4,559.0,169.0,11.1,h,Metro,1,A
700000.0,3,1,3,554.0,140.0,11.1,h,Metro,1,A
640000.0,2,1,1,252.0,131.0,11.1,t,Metro,0,B
650000.0,4,1,4,558.0,140.0,11.1,h,Metro,1,A
675000.0,3,2,2,171.0,109.0,11.1,h,Metro,0,B
708000.0,3,1,2,585.0,97.0,11.1,h,Metro,1,A
965000.0,4,1,4,851.0,140.0,11.1,h,Metro,1,A
680000.0,3,1,3,551.0,140.0,11.1,h,Metro,1,A
923000.0,3,1,2,740.0,140.0,11.1,h,Metro,1,A
693000.0,4,2,4,315.0,170.0,11.1,h,Metro,1,A
620000.0,3,2,2,276.0,100.0,11.1,h,Metro,1,A
728500.0,3,1,1,531.0,157.0,11.1,h,Metro,1,A
931000.0,3,2,1,590.0,160.0,11.1,h,Metro,1,A
988000.0,3,1,4,715.0,140.0,11.1,h,Metro,1,A
590000.0,3,1,2,561.0,140.0,11.1,h,Metro,1,A
610000.0,2,1,2,691.0,140.0,11.1,h,Metro,1,A
815000.0,3,2,3,555.0,130.0,11.1,h,Metro,1,A
970000.0,4,1,2,708.0,140.0,11.1,h,Metro,1,A
760000.0,4,1,3,668.0,140.0,11.1,h,Metro,1,A
847500.0,4,3,1,252.0,131.0,11.1,t,Metro,2,S
1200000.0,4,1,4,633.0,158.0,11.1,h,Metro,1,A
700000.0,3,1,1,557.0,140.0,11.1,h,Metro,1,A
625000.0,3,1,1,536.0,140.0,11.1,h,Metro,1,A
292000.0,2,1,1,153.0,70.0,11.1,u,Metro,0,B
599000.0,2,1,1,0.0,76.0,6.3,u,Metro,0,B
550000.0,2,1,0,861.0,75.0,6.3,u,Metro,0,B
995000.0,3,2,2,0.0,100.0,6.3,u,Metro,0,B
1205000.0,3,2,2,101.0,105.0,6.3,t,Metro,0,B
1939000.0,3,2,2,296.0,150.0,6.3,h,Metro,2,S
421500.0,1,1,0,0.0,75.0,6.3,u,Metro,0,B
1870000.0,3,1,1,217.0,116.0,6.3,h,Metro,0,B
678000.0,2,1,2,0.0,75.0,6.3,u,Metro,0,B
1918000.0,3,2,2,0.0,165.0,6.3,t,Metro,2,S
660000.0,2,1,1,0.0,75.0,6.3,u,Metro,0,B
2050000.0,3,2,1,205.0,116.0,6.3,h,Metro,2,S
700000.0,2,1,2,0.0,75.0,6.3,u,Metro,0,B
3625000.0,2,2,2,0.0,75.0,6.3,u,Metro,2,S
1525000.0,5,2,2,693.0,140.0,6.3,h,Metro,2,S
825000.0,2,1,1,0.0,75.0,6.3,u,Metro,0,B
1586000.0,3,2,2,246.0,131.0,6.3,t,Metro,2,S
645000.0,2,1,1,0.0,75.0,6.3,u,Metro,0,B
1435000.0,1,2,1,144.0,107.0,6.3,h,Metro,0,B
280000.0,1,1,1,0.0,38.0,6.3,u,Metro,0,B
400000.0,1,1,1,0.0,75.0,6.3,u,Metro,0,B
1780000.0,2,2,2,0.0,140.0,6.3,h,Metro,0,B
592500.0,2,1,1,0.0,73.0,6.3,u,Metro,0,B
1210000.0,2,1,0,249.0,96.0,6.3,h,Metro,0,B
2801000.0,4,2,2,624.0,222.0,6.3,h,Metro,2,S
390000.0,1,1,0,881.0,75.0,6.3,u,Metro,0,B
1800000.0,3,2,2,405.0,121.0,6.3,h,Metro,2,S
2200000.0,4,1,2,495.0,163.0,6.3,h,Metro,2,S
324000.0,1,1,1,0.0,75.0,6.3,u,Metro,0,B
1125000.0,2,1,2,169.0,140.0,6.3,h,Metro,0,B
2250000.0,3,3,1,301.0,140.0,6.3,h,Metro,2,S
2360000.0,3,2,0,336.0,140.0,6.3,h,Metro,2,S
1900000.0,2,2,0,207.0,140.0,6.3,h,Metro,0,B
440000.0,1,1,1,0.0,53.0,6.3,u,Metro,0,B
490000.0,2,1,1,0.0,75.0,6.3,u,Metro,0,B
2365000.0,3,2,1,316.0,140.0,6.3,h,Metro,2,S
1300000.0,3,1,2,212.0,106.0,6.3,h,Metro,0,B
732000.0,3,2,2,0.0,75.0,6.3,u,Metro,0,B
704000.0,2,1,1,0.0,74.0,6.3,u,Metro,0,B
620000.0,2,1,1,0.0,98.0,6.3,u,Metro,0,B
1900000.0,3,1,2,328.0,108.0,6.3,h,Metro,0,B
315000.0,1,1,1,0.0,75.0,6.3,u,Metro,0,B
450000.0,1,1,1,0.0,75.0,6.3,u,Metro,0,B
872000.0,2,1,1,1194.0,75.0,6.3,u,Metro,1,A
598000.0,2,1,1,0.0,88.0,6.3,u,Metro,0,B
1285000.0,3,1,2,186.0,80.0,6.3,h,Metro,0,B
3660000.0,4,3,2,421.0,140.0,6.3,h,Metro,2,S
520000.0,2,1,1,0.0,76.0,6.3,u,Metro,0,B
3625000.0,4,1,2,709.0,251.0,6.3,h,Metro,2,S
1101000.0,3,1,2,103.0,3.0,6.3,t,Metro,0,B
3512500.0,3,2,2,617.0,285.0,6.3,h,Metro,2,S
2000000.0,4,3,4,544.0,140.0,6.3,h,Metro,2,S
869000.0,3,1,1,0.0,91.0,6.3,u,Metro,0,B
2810000.0,5,2,2,617.0,140.0,6.3,h,Metro,2,S
565000.0,2,1,1,0.0,75.0,6.3,u,Metro,0,B
567000.0,1,1,1,0.0,53.0,6.3,u,Metro,0,B
546000.0,2,0,0,0.0,75.0,6.3,u,Metro,0,B
471500.0,2,1,1,0.0,75.0,6.3,u,Metro,0,B
455000.0,2,1,2,0.0,75.0,5.9,u,Metro,0,B
940000.0,3,1,2,298.0,108.0,5.9,h,Metro,0,B
467000.0,2,1,1,0.0,62.0,5.9,u,Metro,0,B
1380000.0,3,2,2,277.0,174.0,5.9,h,Metro,2,S
490000.0,2,1,1,423.0,62.0,5.9,u,Metro,0,B
1850000.0,4,3,1,478.0,270.0,5.9,h,Metro,2,S
1284000.0,3,1,2,623.0,140.0,5.9,h,Metro,1,A
971000.0,3,2,2,285.0,128.0,5.9,h,Metro,0,B
710000.0,2,1,1,214.0,77.0,5.9,h,Metro,0,B
750000.0,2,1,1,226.0,92.0,5.9,h,Metro,0,B
1053000.0,2,1,1,269.0,109.0,5.9,h,Metro,0,B
1377000.0,3,1,1,417.0,168.0,5.9,h,Metro,0,B
970000.0,3,1,2,350.0,125.0,5.9,h,Metro,0,B
940000.0,2,1,1,330.0,140.0,5.9,h,Metro,0,B
751000.0,2,1,1,118.0,79.0,5.9,h,Metro,0,B
950000.0,2,1,1,173.0,102.0,5.9,h,Metro,0,B
685000.0,2,1,2,228.0,90.0,5.9,u,Metro,0,B
1230000.0,3,1,2,594.0,148.0,5.9,h,Metro,1,A
636500.0,2,1,1,0.0,140.0,5.9,h,Metro,0,B
910000.0,3,1,0,317.0,140.0,5.9,h,Metro,0,B
770000.0,2,1,1,226.0,87.0,5.9,h,Metro,0,B
960000.0,3,2,2,229.0,140.0,5.9,h,Metro,0,B
890000.0,4,1,1,300.0,185.0,5.9,h,Metro,1,A
965000.0,2,1,1,170.0,140.0,5.9,h,Metro,0,B
1440000.0,3,1,1,487.0,131.0,5.9,h,Metro,0,B
955000.0,2,1,0,255.0,140.0,5.9,h,Metro,0,B
450000.0,2,1,1,0.0,75.0,5.9,u,Metro,0,B
801000.0,3,1,2,431.0,140.0,5.9,h,Metro,1,A
1000000.0,3,2,2,440.0,120.0,5.9,h,Metro,1,A
1435000.0,3,2,2,532.0,147.0,5.9,h,Metro,2,S
390000.0,1,1,1,0.0,58.0,5.9,u,Metro,0,B
1425000.0,3,2,2,495.0,139.0,5.9,h,Metro,2,S
1340000.0,4,2,2,683.0,232.0,5.9,h,Metro,2,S
955000.0,3,1,1,263.0,117.0,5.9,h,Metro,0,B
1100000.0,4,2,5,559.0,195.0,5.9,h,Metro,2,S
1255000.0,3,2,2,308.0,140.0,5.9,h,Metro,2,S
432000.0,2,1,1,0.0,62.0,5.9,u,Metro,0,B
1640000.0,4,3,2,562.0,204.0,5.9,h,Metro,2,S
1430000.0,6,2,1,461.0,286.0,5.9,h,Metro,2,S
610000.0,2,1,1,301.0,104.0,5.9,u,Metro,0,B
940000.0,3,3,1,491.0,127.0,5.9,h,Metro,2,S
890000.0,3,1,1,242.0,110.0,5.9,h,Metro,0,B
1180000.0,3,2,2,617.0,149.0,5.9,h,Metro,2,S
1480000.0,4,2,2,597.0,180.0,5.9,h,Metro,2,S
1150000.0,2,1,1,387.0,140.0,5.9,h,Metro,0,B
1350000.0,3,1,3,575.0,140.0,5.9,h,Metro,1,A
1905000.0,5,2,2,521.0,140.0,5.9,h,Metro,2,S
865000.0,2,2,1,146.0,132.0,5.9,t,Metro,0,B
705000.0,2,2,1,113.0,131.0,5.9,t,Metro,0,B
442000.0,2,1,1,0.0,62.0,5.9,u,Metro,0,B
540000.0,2,2,1,0.0,75.0,5.9,u,Metro,0,B
1037500.0,3,1,2,506.0,110.0,5.9,h,Metro,0,B
1050000.0,3,2,2,318.0,160.0,5.9,t,Metro,2,S
440000.0,2,1,1,0.0,65.0,5.9,u,Metro,0,B
1010000.0,2,1,1,325.0,140.0,5.9,h,Metro,0,B
1430000.0,4,2,0,418.0,158.0,5.9,h,Metro,2,S
570000.0,2,1,1,0.0,75.0,5.9,u,Metro,0,B
690000.0,2,1,1,0.0,75.0,5.9,u,Metro,0,B
1291000.0,3,1,2,414.0,140.0,5.9,h,Metro,1,A
1130000.0,3,2,1,272.0,157.0,5.9,h,Metro,0,B
1135000.0,3,1,1,296.0,104.0,5.9,h,Metro,0,B
950000.0,4,2,1,298.0,147.0,5.9,h,Metro,2,S
790000.0,3,2,1,0.0,148.0,5.9,u,Metro,0,B
1345000.0,4,1,1,552.0,155.0,5.9,h,Metro,1,A
1381500.0,3,2,2,416.0,168.0,5.9,h,Metro,2,S
940000.0,3,2,2,285.0,172.0,5.9,h,Metro,2,S
995000.0,3,2,1,314.0,177.0,5.9,h,Metro,2,S
1050000.0,3,1,3,536.0,140.0,5.9,h,Metro,1,A
786000.0,3,2,1,576.0,120.0,5.9,h,Metro,1,A
705000.0,2,1,3,252.0,108.0,5.9,h,Metro,0,B
760000.0,2,1,1,124.0,77.0,5.9,h,Metro,0,B
487500.0,3,1,3,0.0,75.0,5.9,u,Metro,0,B
1000000.0,3,2,2,200.0,144.0,5.9,t,Metro,0,B
1110000.0,4,2,1,349.0,140.0,5.9,h,Metro,2,S
1300000.0,4,1,4,664.0,140.0,5.9,h,Metro,1,A
1060000.0,3,1,1,555.0,140.0,5.9,h,Metro,0,B
1410000.0,3,2,2,459.0,140.0,5.9,h,Metro,2,S
1305000.0,3,1,1,278.0,166.0,5.9,h,Metro,0,B
932500.0,3,2,1,254.0,140.0,5.9,h,Metro,0,B
965000.0,3,1,0,216.0,140.0,5.9,h,Metro,0,B
1215000.0,3,1,1,452.0,175.0,5.9,h,Metro,0,B
545000.0,2,1,2,194.0,71.0,5.9,u,Metro,0,B
1705000.0,4,2,4,598.0,273.0,5.9,h,Metro,2,S
970000.0,3,1,1,194.0,140.0,5.9,h,Metro,0,B
925000.0,2,1,1,407.0,140.0,5.9,h,Metro,0,B
1670000.0,3,2,2,599.0,220.0,11.0,h,Metro,2,S
955000.0,3,2,2,203.0,131.0,11.0,t,Metro,1,A
500000.0,2,1,1,710.0,75.0,11.0,u,Metro,0,B
1575000.0,2,1,2,679.0,140.0,11.0,h,Metro,1,A
1555000.0,3,2,2,731.0,149.0,11.0,h,Metro,2,S
1100000.0,3,3,2,276.0,178.0,11.0,h,Metro,2,S
1337000.0,3,1,2,583.0,112.0,11.0,h,Metro,1,A
2215000.0,4,2,1,681.0,140.0,11.0,h,Metro,2,S
1518000.0,3,2,2,516.0,145.0,11.0,h,Metro,2,S
1710000.0,3,1,2,806.0,101.0,11.0,h,Metro,1,A
1655000.0,3,1,3,780.0,152.0,11.0,h,Metro,1,A
1550000.0,4,2,2,780.0,180.0,11.0,h,Metro,2,S
1662000.0,3,2,2,351.0,228.0,11.0,h,Metro,2,S
1665000.0,3,2,3,702.0,145.0,11.0,h,Metro,2,S
1445000.0,2,1,2,704.0,140.0,11.0,h,Metro,1,A
968000.0,3,1,1,227.0,131.0,11.0,t,Metro,0,B
900000.0,3,2,2,153.0,110.0,11.0,t,Metro,0,B
1500000.0,3,1,2,545.0,140.0,11.0,h,Metro,1,A
1500000.0,3,2,2,710.0,139.0,11.0,h,Metro,2,S
1800000.0,4,2,4,749.0,206.0,11.0,h,Metro,2,S
1830000.0,3,2,3,724.0,168.0,11.0,h,Metro,2,S
1415000.0,3,1,1,605.0,111.0,11.0,h,Metro,1,A
1440000.0,2,1,1,687.0,104.0,11.0,h,Metro,0,B
1250000.0,4,2,2,321.0,199.0,11.0,t,Metro,2,S
1422000.0,3,1,2,583.0,140.0,11.0,h,Metro,1,A
1600000.0,5,3,4,700.0,266.0,11.0,h,Metro,2,S
1860000.0,4,2,3,696.0,274.0,11.0,h,Metro,2,S
1710000.0,3,2,2,295.0,131.0,11.0,t,Metro,2,S
1790000.0,4,2,2,514.0,240.0,11.0,h,Metro,2,S
1950000.0,4,2,2,844.0,278.0,11.0,h,Metro,2,S
1600000.0,3,1,2,637.0,140.0,11.0,h,Metro,1,A
1320000.0,3,1,2,1063.0,140.0,11.0,h,Metro,1,A
1650000.0,3,1,1,697.0,164.0,11.0,h,Metro,1,A
995000.0,2,1,1,583.0,140.0,12.2,h,Metro,1,A
1250000.0,3,1,1,842.0,140.0,12.2,h,Metro,1,A
1045000.0,3,2,2,467.0,75.0,12.2,u,Metro,1,A
1200000.0,4,3,2,372.0,201.0,12.2,h,Metro,2,S
1075000.0,2,1,2,695.0,114.0,12.2,h,Metro,1,A
1500000.0,4,2,2,621.0,203.0,12.2,h,Metro,2,S
1120000.0,3,1,2,723.0,140.0,12.2,h,Metro,1,A
700000.0,2,1,2,367.0,110.0,12.2,t,Metro,0,B
761000.0,3,2,4,400.0,94.0,12.2,h,Metro,1,A
1270000.0,4,2,1,724.0,140.0,12.2,h,Metro,2,S
1510000.0,4,2,2,526.0,140.0,12.2,h,Metro,2,S
1100000.0,4,2,2,803.0,152.0,12.2,h,Metro,1,A
1415000.0,4,3,2,724.0,140.0,12.2,h,Metro,2,S
690000.0,2,1,1,216.0,90.0,12.2,u,Metro,0,B
1631000.0,3,2,3,782.0,215.0,12.2,h,Metro,2,S
1500000.0,4,2,1,593.0,255.0,12.2,h,Metro,2,S
1060000.0,3,1,2,772.0,140.0,12.2,h,Metro,1,A
600000.0,2,1,1,153.0,80.0,12.2,u,Metro,0,B
535000.0,2,1,1,72.0,75.0,12.2,u,Metro,0,B
785000.0,3,1,1,557.0,140.0,12.2,h,Metro,1,A
1240000.0,4,2,2,766.0,192.0,12.2,h,Metro,2,S
700000.0,2,1,2,192.0,88.0,12.2,u,Metro,0,B
